accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
HB383935	HB383935.1	GenBank		HB383935			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383936	HB383936.1	GenBank		HB383936			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383937	HB383937.1	GenBank		HB383937			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383938	HB383938.1	GenBank		HB383938			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383939	HB383939.1	GenBank		HB383939			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383940	HB383940.1	GenBank		HB383940			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383941	HB383941.1	GenBank		HB383941			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383942	HB383942.1	GenBank		HB383942			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383943	HB383943.1	GenBank		HB383943			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383944	HB383944.1	GenBank		HB383944			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383945	HB383945.1	GenBank		HB383945			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383946	HB383946.1	GenBank		HB383946			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383947	HB383947.1	GenBank		HB383947			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383948	HB383948.1	GenBank		HB383948			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383949	HB383949.1	GenBank		HB383949			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383950	HB383950.1	GenBank		HB383950			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383951	HB383951.1	GenBank		HB383951			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383952	HB383952.1	GenBank		HB383952			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383953	HB383953.1	GenBank		HB383953			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383954	HB383954.1	GenBank		HB383954			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383955	HB383955.1	GenBank		HB383955			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383956	HB383956.1	GenBank		HB383956			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383957	HB383957.1	GenBank		HB383957			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383958	HB383958.1	GenBank		HB383958			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383959	HB383959.1	GenBank		HB383959			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383960	HB383960.1	GenBank		HB383960			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383961	HB383961.1	GenBank		HB383961			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383962	HB383962.1	GenBank		HB383962			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383963	HB383963.1	GenBank		HB383963			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383964	HB383964.1	GenBank		HB383964			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383965	HB383965.1	GenBank		HB383965			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383966	HB383966.1	GenBank		HB383966			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383967	HB383967.1	GenBank		HB383967			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383968	HB383968.1	GenBank		HB383968			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383969	HB383969.1	GenBank		HB383969			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383970	HB383970.1	GenBank		HB383970			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383971	HB383971.1	GenBank		HB383971			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383972	HB383972.1	GenBank		HB383972			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383973	HB383973.1	GenBank		HB383973			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383974	HB383974.1	GenBank		HB383974			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383975	HB383975.1	GenBank		HB383975			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383976	HB383976.1	GenBank		HB383976			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383977	HB383977.1	GenBank		HB383977			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383978	HB383978.1	GenBank		HB383978			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383979	HB383979.1	GenBank		HB383979			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383980	HB383980.1	GenBank		HB383980			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383981	HB383981.1	GenBank		HB383981			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383982	HB383982.1	GenBank		HB383982			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383983	HB383983.1	GenBank		HB383983			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HB383984	HB383984.1	GenBank		HB383984			XXXX-XX-XX	2009-06-09	2009-06-09	19					Ge,Q.,Kumar,M.,Mcswiggen,J.A.					Ge et al.
HM460888	HM460888.1	GenBank		HM460888	Asia		2009-XX-XX	2010-10-24	2013-05-14	1904	Homo sapiens				Almajhdi,F.N.,Alshaman,M.S.,Amer,H.M.	College of Science, King Saud University, Botany and Microbiology	Saudi Arabia	Saudi Arabia		Almajhdi et al.
JF416793	JF416793.1	GenBank		JF416793	Asia		2006-01-05	2014-12-31	2014-12-31	1716	Homo sapiens		blood		Yang,M.H.,Park,K.S.,Song,K.J.	Bank for Pathogenic Viruses, Department of Microbiology, College of Medicine, Korea Univ.	Korea	South Korea		Yang et al.
JF416794	JF416794.1	GenBank		JF416794	Asia		2006-02-26	2014-12-31	2014-12-31	1716	Homo sapiens		blood		Yang,M.H.,Park,K.S.,Song,K.J.	Bank for Pathogenic Viruses, Department of Microbiology, College of Medicine, Korea Univ.	Korea	South Korea		Yang et al.
JF912194	JF912194.1	GenBank		JF912194	North America		2009-XX-XX	2011-10-14	2011-11-09	1716	Homo sapiens				Tappert,M.M.,Smith,D.F.,Air,G.M.,Tappert,M.	University of Oklahoma Health Sciences Center, Biochemistry and Molecular Biology	USA	USA		Tappert et al.
JF912195	JF912195.1	GenBank		JF912195	North America		2009-XX-XX	2011-10-14	2011-11-09	1716	Homo sapiens				Tappert,M.M.,Smith,D.F.,Air,G.M.,Tappert,M.	University of Oklahoma Health Sciences Center, Biochemistry and Molecular Biology	USA	USA		Tappert et al.
JF912196	JF912196.1	GenBank		JF912196	North America		2005-XX-XX	2011-10-14	2011-11-09	1716	Homo sapiens				Tappert,M.M.,Smith,D.F.,Air,G.M.,Tappert,M.	University of Oklahoma Health Sciences Center, Biochemistry and Molecular Biology	USA	USA		Tappert et al.
JQ268838	JQ268838.1	GenBank		FLA9105	South America		2009-06-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268839	JQ268839.1	GenBank		FLU6790	South America		2007-06-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268840	JQ268840.1	GenBank		FLA5191	South America		2008-05-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Colombia		Garcia et al.
JQ268841	JQ268841.1	GenBank		FLU8980	South America		2007-08-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Bolivia		Garcia et al.
JQ268842	JQ268842.1	GenBank		FLA0072	South America		2007-10-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268843	JQ268843.1	GenBank		FLE8361	South America		2010-02-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268844	JQ268844.1	GenBank		FLA2326	South America		2008-04-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Argentina		Garcia et al.
JQ268845	JQ268845.1	GenBank		FLA1668	South America		2008-04-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Argentina		Garcia et al.
JQ268846	JQ268846.1	GenBank		FLA4014	South America		2008-08-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268847	JQ268847.1	GenBank		FLA0061	South America		2007-12-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268848	JQ268848.1	GenBank		FLA2053	South America		2007-12-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Bolivia		Garcia et al.
JQ268849	JQ268849.1	GenBank		FLI2888	South America		2010-05-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Ecuador		Garcia et al.
JQ268850	JQ268850.1	GenBank		FLI1203	South America		2010-05-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268851	JQ268851.1	GenBank		FLE9660	South America		2010-03-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Argentina		Garcia et al.
JQ268852	JQ268852.1	GenBank		FLA2356	South America		2008-05-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Argentina		Garcia et al.
JQ268853	JQ268853.1	GenBank		CFI00226	South America		2009-11-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268854	JQ268854.1	GenBank		FLE8253	South America		2010-01-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268855	JQ268855.1	GenBank		FLI5219	South America		2010-10-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268856	JQ268856.1	GenBank		FLE5586	North America		2009-08-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Nicaragua		Garcia et al.
JQ268857	JQ268857.1	GenBank		FLU6365	South America		2007-05-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268858	JQ268858.1	GenBank		FLI5864	South America		2010-11-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268859	JQ268859.1	GenBank		FLU6466	South America		2007-05-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268860	JQ268860.1	GenBank		FLI4649	South America		2010-10-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Peru		Garcia et al.
JQ268861	JQ268861.1	GenBank		FLI2684	South America		2009-11-XX	2012-11-01	2012-11-01	288	Homo sapiens				Garcia,J.,Espejo,V.,Villaran,M.V.,Halsey,E.S.	NAMRU-6, Virology	Peru	Colombia		Garcia et al.
JX889247	JX889247.1	GenBank		JX889247	Asia		XXXX-XX-XX	2012-11-18	2013-01-25	1063					Kalimuddin,S.,Sessions,O.M.,Hou,Y.,Ooi,E.E.,Sim,D.,Cumaraswamy,S.,Tan,T.E.,Lai,S.H.,Low,C.Y.	Duke-NUS Graduate Medical School, Program in Emerging Infectious Disease	Singapore	Singapore		Kalimuddin et al.
KJ939327	KJ939327.1	GenBank		KJ939327	Asia		2013-10-23	2014-08-18	2014-08-18	228	Homo sapiens	true	oronasopharynx		Indumathi C,P.,Gunasekaran,P.,Kaveri,K.,Kavita,A.,Mohana,S.,Kiruba,R.,Sheriff A,K.,Ramya,R.,Anjana,V.,Suresh Babu B,V.,Ruban,K.,Magesh,S.,Anupama C,P.,Senthil Raja,R.	King Institute of Preventive Medicine & Research, Department of Virology	India	India		Indumathi C et al.
KM190939	KM190939.1	GenBank		VIROAF10	Asia		2011-06-06	2015-05-31	2015-05-31	15638	Homo sapiens				Rutvisuttinunt,W.,Chinnawirotpisan,P.,Thaisomboonsuk,B.,Huang,A.,Hussem,K.,Simasathien,S.,Yoon,I.-K.,Klungthong,C.,Fernandez,S.	USAMC-AFRIMS, Virology	Thailand	Thailand		Rutvisuttinunt et al.
KT315655	KT315655.1	GenBank		16406	Europe		2011-10-28	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315656	KT315656.1	GenBank		16475	Europe		2011-10-30	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315657	KT315657.1	GenBank		16967	Europe		2011-11-09	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315658	KT315658.1	GenBank		16971	Europe		2011-11-09	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315659	KT315659.1	GenBank		17034	Europe		2011-11-12	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315660	KT315660.1	GenBank		2706	Europe		2012-06-27	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315661	KT315661.1	GenBank		2858	Europe		2012-09-03	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315662	KT315662.1	GenBank		2950	Europe		2012-09-27	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315663	KT315663.1	GenBank		3257	Europe		2012-11-29	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315664	KT315664.1	GenBank		3263	Europe		2012-11-29	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315665	KT315665.1	GenBank		3316	Europe		2012-12-06	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315666	KT315666.1	GenBank		1472	Europe		2014-10-17	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT315667	KT315667.1	GenBank		1688	Europe		2014-11-22	2016-04-09	2016-04-09	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin-Sternak,S.,Galinovic,G.M.,Forcic,D.,Ljubin Sternak,S.,Mlinaric Galinovic,G.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT595232	KT595232.1	GenBank		HPIV2i/Zagreb.HR/29.12(2725)	Europe		2012-07-04	2016-02-16	2016-02-16	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin Sternak,S.,Mlinaric Galinovic,G.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT595233	KT595233.1	GenBank		HPIV2i/Zagreb.HR/42.12(2995)	Europe		2012-10-05	2016-02-16	2016-02-16	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin Sternak,S.,Mlinaric Galinovic,G.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT595234	KT595234.1	GenBank		HPIV2i/Zagreb.HR/44.12(3036)	Europe		2012-10-15	2016-02-16	2016-02-16	3992	Homo sapiens				Santak,M.,Slovic,A.,Ljubin Sternak,S.,Mlinaric Galinovic,G.,Forcic,D.	University of Zagreb, Centre for Research and Knowledge Transfer in Biotechnology	Croatia	Croatia		Santak et al.
KT898921	KT898921.1	GenBank		KT898921	Europe		2009-10-XX	2015-11-14	2015-11-14	1716	Homo sapiens		oronasopharynx		Piralla,A.,Percivalle,E.,Girello,A.,Premoli,M.,Baldanti,F.	Fondazione IRCCS Policlinico San Matteo, Molecular Virology Unit, Virology and Microbiology Department	Italy	Italy		Piralla et al.
KT898922	KT898922.1	GenBank		KT898922	Europe		2007-07-XX	2015-11-14	2015-11-14	1716	Homo sapiens		oronasopharynx		Piralla,A.,Percivalle,E.,Girello,A.,Premoli,M.,Baldanti,F.	Fondazione IRCCS Policlinico San Matteo, Molecular Virology Unit, Virology and Microbiology Department	Italy	Italy		Piralla et al.
KT898923	KT898923.1	GenBank		KT898923	Europe		2007-12-XX	2015-11-14	2015-11-14	1716	Homo sapiens		oronasopharynx		Piralla,A.,Percivalle,E.,Girello,A.,Premoli,M.,Baldanti,F.	Fondazione IRCCS Policlinico San Matteo, Molecular Virology Unit, Virology and Microbiology Department	Italy	Italy		Piralla et al.
KT898924	KT898924.1	GenBank		KT898924			XXXX-XX-XX	2015-11-14	2015-11-14	1716	Homo sapiens				Piralla,A.,Percivalle,E.,Girello,A.,Premoli,M.,Baldanti,F.	Fondazione IRCCS Policlinico San Matteo, Molecular Virology Unit, Virology and Microbiology Department	Italy			Piralla et al.
KX912737	KX912737.1	GenBank		MY-U1390/12	Asia		2012-11-02	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912738	KX912738.1	GenBank		MY-U1641/12	Asia		2012-12-12	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912739	KX912739.1	GenBank		MY-U1953/13	Asia		2013-02-08	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912740	KX912740.1	GenBank		MY-U1985/13	Asia		2013-02-18	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912741	KX912741.1	GenBank		MY-U2486/13	Asia		2013-06-10	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912742	KX912742.1	GenBank		MY-U2501/13	Asia		2013-06-12	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912743	KX912743.1	GenBank		MY-U2569/13	Asia		2013-07-01	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912744	KX912744.1	GenBank		MY-U2624/13	Asia		2013-07-19	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912745	KX912745.1	GenBank		MY-U2871/13	Asia		2013-10-07	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
KX912746	KX912746.1	GenBank		MY-U3258/13	Asia		2013-12-18	2018-10-12	2018-10-12	1716	Homo sapiens		oronasopharynx		Tan,J.L.,Chook,J.B.,Lee,J.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia		Tan et al.
