accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	genome_coverage
KU745533	KU745533.1	GenBank		13963/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		970229	bad	11709	23644	27729	0.1329299238727308
KU745534	KU745534.1	GenBank		13969/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		960404	bad	11705	23644	27729	0.1329299238727308
KU745535	KU745535.1	GenBank		14007/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		980104	bad	11709	23644	27729	0.1329299238727308
KU745536	KU745536.1	GenBank		14012/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		970229	bad	11697	23644	27729	0.1329299238727308
KU745537	KU745537.1	GenBank		3791A/2013	Asia		2013-08-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		980104	bad	11709	23644	27729	0.1329299238727308
KU745538	KU745538.1	GenBank		4068A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		990029	bad	11705	23644	27729	0.1329299238727308
KU745539	KU745539.1	GenBank		4086A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		980104	bad	11705	23644	27729	0.1329299238727308
KU745540	KU745540.1	GenBank		4400A/2015	Asia		2015-04-XX	2019-02-28	2019-02-28	4089	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		950629	bad	11836	23644	27729	0.1329299238727308
KU745541	KU745541.1	GenBank		4436A/2015	Asia		2015-05-XX	2019-02-28	2019-02-28	4089	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		921604	bad	11828	23644	27729	0.1329299238727308
KU745542	KU745542.1	GenBank		4446A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4095	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		950629	bad	11815	23644	27729	0.1329299238727308
KU745543	KU745543.1	GenBank		4449A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		970229	bad	11701	23644	27729	0.1329299238727308
KU745544	KU745544.1	GenBank		4450A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		970229	bad	11701	23644	27729	0.1329299238727308
KU745545	KU745545.1	GenBank		4452A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	4077	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		970229	bad	11705	23644	27729	0.1329299238727308
KU745546	KU745546.1	GenBank		4467A/2015	Asia		2015-07-XX	2019-02-28	2019-02-28	4089	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		970229	bad	11828	23644	27729	0.1329299238727308
KU745547	KU745547.1	GenBank		HB14018d7/2014	Asia	Harbin	2014-XX-XX	2019-02-28	2019-02-28	4077	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Heilongjiang	Jia et al.		970229	bad	11709	23644	27729	0.1329299238727308
KU745548	KU745548.1	GenBank		SZ14014d3/2014	Asia	Shenzhen	2014-XX-XX	2019-02-28	2019-02-28	4077	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Guangdong	Jia et al.		970229	bad	11709	23644	27729	0.1329299238727308
KU745549	KU745549.1	GenBank		13963/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8313	13318	16100	0.09053939748845077
KU745550	KU745550.1	GenBank		13969/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8313	13318	16100	0.09053939748845077
KU745551	KU745551.1	GenBank		14007/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8309	13318	16100	0.09053939748845077
KU745552	KU745552.1	GenBank		14012/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8309	13318	16100	0.09053939748845077
KU745553	KU745553.1	GenBank		3791A/2013	Asia		2013-08-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		490000	bad	8313	13318	16100	0.09053939748845077
KU745554	KU745554.1	GenBank		4068A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8297	13318	16100	0.09053939748845077
KU745555	KU745555.1	GenBank		4086A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8309	13318	16100	0.09053939748845077
KU745556	KU745556.1	GenBank		4400A/2015	Asia		2015-04-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8309	13318	16100	0.09053939748845077
KU745557	KU745557.1	GenBank		4436A/2015	Asia		2015-05-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8313	13318	16100	0.09053939748845077
KU745558	KU745558.1	GenBank		4446A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8309	13318	16100	0.09053939748845077
KU745559	KU745559.1	GenBank		4449A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8317	13318	16100	0.09053939748845077
KU745560	KU745560.1	GenBank		4450A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8313	13318	16100	0.09053939748845077
KU745561	KU745561.1	GenBank		4452A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8313	13318	16100	0.09053939748845077
KU745562	KU745562.1	GenBank		4467A/2015	Asia		2015-07-XX	2019-02-28	2019-02-28	2783	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8317	13318	16100	0.09053939748845077
KU745563	KU745563.1	GenBank		HB14018d7/2014	Asia		2014-XX-XX	2019-02-28	2019-02-28	2783	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8309	13318	16100	0.09053939748845077
KU745564	KU745564.1	GenBank		SZ14034d5/2014	Asia		2014-XX-XX	2019-02-28	2019-02-28	2783	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		497025	bad	8301	13318	16100	0.09053939748845077
KU745565	KU745565.1	GenBank		13963/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KU745566	KU745566.1	GenBank		13969/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3977	29104	30450	0.043821979308998636
KU745567	KU745567.1	GenBank		14007/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3977	29104	30450	0.043821979308998636
KU745568	KU745568.1	GenBank		14012/2014	Asia		2014-05-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3977	29104	30450	0.043821979308998636
KU745569	KU745569.1	GenBank		3791A/2013	Asia		2013-08-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KU745570	KU745570.1	GenBank		4068A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KU745571	KU745571.1	GenBank		4086A/2014	Asia		2014-04-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KU745572	KU745572.1	GenBank		4400A/2015	Asia		2015-04-XX	2019-02-28	2019-02-28	1344	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		55225	bad	3957	29104	30450	0.043821979308998636
KU745573	KU745573.1	GenBank		4436A/2015	Asia		2015-05-XX	2019-02-28	2019-02-28	1344	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3961	29104	30450	0.043821979308998636
KU745574	KU745574.1	GenBank		4446A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3969	29104	30450	0.043821979308998636
KU745575	KU745575.1	GenBank		4449A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KU745576	KU745576.1	GenBank		4450A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KU745577	KU745577.1	GenBank		4452A/2015	Asia		2015-06-XX	2019-02-28	2019-02-28	1347	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KU745578	KU745578.1	GenBank		4467A/2015	Asia		2015-07-XX	2019-02-28	2019-02-28	1344	Homo sapiens		oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Beijing	Jia et al.		55225	bad	3965	29104	30450	0.043821979308998636
KU745579	KU745579.1	GenBank		HB14018d7/2014	Asia	Harbin	2014-XX-XX	2019-02-28	2019-02-28	1347	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Heilongjiang	Jia et al.		60025	bad	3969	29104	30450	0.043821979308998636
KU745580	KU745580.1	GenBank		SZ14014d3/2014	Asia	Shenzhen	2014-XX-XX	2019-02-28	2019-02-28	1347	Homo sapiens		lung, oronasopharynx		Jia,B.,Ren,L.,Wang,J.	Chinese Academy of Medical Sciences & Peking Union Medical College, Institute of Pathogen Biology		China	Guangdong	Jia et al.		57600	bad	3973	29104	30450	0.043821979308998636
KX344031	KX344031.1	GenBank		LRTI_238	North America		2011-02-09	2016-09-11	2016-09-11	30713	Homo sapiens		oronasopharynx		Taboada,B.,Isa,P.A.,Espinoza,M.A.,Aponte,F.,Arias-Ortiz,M.,Monge-Martinez,J.,Rodriguez-Vazque,R.,Diaz-Hernandez,F.,Zarate-Vidal,F.,Wong-Chew,R.M.,Firo-Reyes,V.,Rio-Almendarez,C.,Gaitan-Meza,J.,Villasenor-Sierra,A.,Martinez-Aguilar,G.,Salas-Mier,M.C.,Noyola,D.E.,Perez-Gonzalez,L.F.,Lopez,S.,Santos-Preciado,J.I.,Arias,C.F.	Instituto de Biotecnologia, Genetica del Desarrollo y Fisiologia Molecular	Mexico	Mexico		Taboada et al.		103734241	bad	90799	2	30738	0.9999349339579673
KX426263	KX426263.1	GenBank		KIP-75	Asia		2012-05-XX	2016-10-31	2016-10-31	171	Homo sapiens		oronasopharynx		Nandhini,G.,Sujatha,S.	Jawaharlal Institute of Postgraduate Medical Education & Research (JIPMER), Microbiology	India	India		Nandhini et al.		1225	bad	497	28921	29091	0.0055631465937927
KX447776	KX447776.1	GenBank		guangzhou/2013/01	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		422500	bad	7077	24865	27337	0.08045416097338799
KX447777	KX447777.1	GenBank		guangzhou/2013/02	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		435600	bad	7105	24865	27337	0.08045416097338799
KX447778	KX447778.1	GenBank		guangzhou/2014/03	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2470	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		435600	bad	7179	24865	27337	0.08045416097338799
KX447779	KX447779.1	GenBank		guangzhou/2014/04	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		435600	bad	7105	24865	27337	0.08045416097338799
KX447780	KX447780.1	GenBank		guangzhou/2014/05	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2454	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		102404	bad	7094	24865	27337	0.08045416097338799
KX447781	KX447781.1	GenBank		guangzhou/2014/06	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		435600	bad	7101	24865	27337	0.08045416097338799
KX447782	KX447782.1	GenBank		guangzhou/2014/07	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2470	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		422500	bad	7195	24865	27337	0.08045416097338799
KX447783	KX447783.1	GenBank		guangzhou/2013/08	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2470	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		422500	bad	7179	24865	27337	0.08045416097338799
KX447784	KX447784.1	GenBank		guangzhou/2013/09	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		435600	bad	7097	24865	27337	0.08045416097338799
KX447785	KX447785.1	GenBank		guangzhou/2013/10	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		429025	bad	7105	24865	27337	0.08045416097338799
KX447786	KX447786.1	GenBank		guangzhou/2013/11	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		429025	bad	7089	24865	27337	0.08045416097338799
KX447787	KX447787.1	GenBank		guangzhou/2013/12	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		422500	bad	7089	24865	27337	0.08045416097338799
KX447788	KX447788.1	GenBank		guangzhou/2014/13	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		429025	bad	7073	24865	27337	0.08045416097338799
KX447789	KX447789.1	GenBank		guangzhou/2013/14	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		429025	bad	7085	24865	27337	0.08045416097338799
KX447790	KX447790.1	GenBank		guangzhou/2013/15	Asia		XXXX-XX-XX	2017-04-03	2017-04-03	2455	Homo sapiens		oronasopharynx		Zhang,S.,Lin,X.,Kaiyuan,C.	Sun-Yat Sen University, Clinical Medicine Diagnosis	China	China		Zhang et al.		422500	bad	7089	24865	27337	0.08045416097338799
KX538964	KX538964.1	GenBank		MY-U002/12	Asia		2012-02-22	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103938041	bad	90780	2	30738	0.9999674669789836
KX538965	KX538965.1	GenBank		MY-U208/12	Asia		2012-03-28	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103428916	bad	90744	2	30738	0.9999674669789836
KX538966	KX538966.1	GenBank		MY-U236/12	Asia		2012-04-02	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103836116	bad	90768	2	30738	0.9999674669789836
KX538967	KX538967.1	GenBank		MY-U413/12	Asia		2012-05-02	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103530641.444444	bad	90740	2	30738	0.9999349339579673
KX538968	KX538968.1	GenBank		MY-U464/12	Asia		2012-05-09	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103530641	bad	90748	2	30738	0.9999674669789836
KX538969	KX538969.1	GenBank		MY-U523/12	Asia		2012-05-18	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103428916	bad	90752	2	30738	0.9999674669789836
KX538970	KX538970.1	GenBank		MY-U710/12	Asia		2012-06-20	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103938041	bad	90772	2	30738	0.9999674669789836
KX538971	KX538971.1	GenBank		MY-U732/12	Asia		2012-06-25	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103428916	bad	90760	2	30738	0.9999674669789836
KX538972	KX538972.1	GenBank		MY-U774/12	Asia		2012-07-04	2017-02-18	2017-02-18	30713	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		104040016	bad	90780	2	30738	0.9999674669789836
KX538973	KX538973.1	GenBank		MY-U868/12	Asia		2012-07-16	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103530641	bad	90752	2	30738	0.9999674669789836
KX538974	KX538974.1	GenBank		MY-U945/12	Asia		2012-08-01	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		103530641	bad	90740	2	30738	0.9999674669789836
KX538975	KX538975.1	GenBank		MY-U1024/12	Asia		2012-08-24	2017-02-18	2017-02-18	30716	Homo sapiens		oronasopharynx		Oong,X.Y.,Ng,K.T.,Takebe,Y.,Ng,L.J.,Chan,K.G.,Chook,J.B.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medical Microbiology, Faculty of Medicine	Malaysia	Malaysia	Kuala Lumpur	Oong et al.		104040016	bad	90712	2	30738	0.9999674669789836
